"date","Dengue","Zika","Chicungunya","Varicela"
2007-08-27,11343.7674011046,NA,NA,3.15991138112201
2007-09-03,11690.9360043224,NA,NA,10.5978390453316
2007-09-10,12039.4253859534,NA,NA,35.5423907357772
2007-09-17,12389.2386795221,NA,NA,119.187861754861
2007-09-24,12740.3790089025,NA,NA,399.549100465274
2007-10-01,13092.8494881315,NA,NA,1337.87351703831
2007-10-08,13446.6532212209,NA,NA,4462.85997814475
2007-10-15,13801.7933019694,NA,NA,14701.8476340325
2007-10-22,14158.2728137726,NA,NA,46534.0365898407
2007-10-29,14516.0948294319,NA,NA,131294.398994338
2007-11-05,14875.262410963,NA,NA,287354.669638986
2007-11-12,15235.7786094029,NA,NA,445099.582181974
2007-11-19,15597.6464646155,NA,NA,532210.492896732
2007-11-26,15960.8690050973,NA,NA,565191.427022647
2007-12-03,16325.4492477805,NA,NA,575831.059452928
2007-12-10,16691.3901978365,NA,NA,579081.353545233
2007-12-17,17058.694848477,NA,NA,580057.580281202
2007-12-24,17427.3661807555,NA,NA,580349.291138639
2007-12-31,17797.4071633668,NA,NA,580436.324967492
2008-01-07,18168.8207524453,NA,NA,580462.280183868
2008-01-14,18541.6098913635,NA,NA,580470.019487452
2008-01-21,18915.7775105279,NA,NA,580472.327092172
2008-01-28,19291.3265271751,NA,NA,580473.015135327
2008-02-04,19668.2598451667,NA,NA,580473.220283836
2008-02-11,20046.5803547823,NA,NA,580473.281451315
2008-02-18,20426.2909325129,NA,NA,580473.299689124
2008-02-25,20807.3944408523,NA,NA,580473.305126943
2008-03-03,21189.8937280879,NA,NA,580473.306748292
2008-03-10,21573.7916280904,NA,NA,580473.307231717
2008-03-17,21959.0909601029,NA,NA,580473.307375856
